Facility_ID,Hospital_Name,Detailed_Region,Region,Procedure,Year_of_Hospital_Discharge,Number_of_Cases,Number_of_Deaths,Observed_Mortality_Rate,Expected_Mortality_Rate,Risk_Adjusted_Mortality_Rate,Lower_Limit_of_Confidence_Interval,Upper_Limit_of_Confidence_Interval,Comparison_Results,Start_Year,End_Year,Mid_Year,Comparison_Results_Category,Is_Higher_Than_Expected_Mortality,Is_Lower_Than_Expected_Mortality,Is_As_Expected_Mortality,Observed_vs_Expected_Difference,Observed_vs_RiskAdjusted_Difference
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,341,6,1.76,2.0,2.47,0.9,5.37,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.24,-0.7100000000000002
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2009-2011,75,4,5.33,2.21,10.19,2.74,26.1,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,3.12,-4.859999999999999
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2017,538,11,2.04,1.16,2.0,1.0,3.58,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.8800000000000001,0.040000000000000036
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013,1683,14,0.83,1.22,0.78,0.43,1.31,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.39,0.04999999999999993
511,Winthrop-Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,852,8,0.94,0.82,0.85,0.37,1.67,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.12,0.08999999999999997
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2010,829,4,0.48,0.89,0.46,0.12,1.17,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.41000000000000003,0.019999999999999962
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010,48,1,2.08,0.45,2.37,0.03,13.19,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,1.6300000000000001,-0.29000000000000004
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,All PCI,2014,1,0,0.0,0.24,0.0,0.0,100.0,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.24,0.0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2013,974,13,1.33,1.26,1.21,0.64,2.06,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.07000000000000006,0.1200000000000001
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,70,0,0.0,1.11,0.0,0.0,6.92,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-1.11,0.0
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2010-2012,248,8,3.23,2.95,4.08,1.76,8.05,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,0.2799999999999998,-0.8500000000000001
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2017,548,13,2.37,1.08,1.72,0.91,2.94,Rate significantly higher than Statewide Rate,2017,2017,2017,Rate significantly higher than Statewide Rate,False,False,False,1.29,0.6500000000000001
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013,301,2,0.66,1.55,0.49,0.06,1.77,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.89,0.17000000000000004
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2010,1205,5,0.41,0.44,0.48,0.15,1.11,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.030000000000000027,-0.07
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010,2765,16,0.58,0.61,0.48,0.28,0.79,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.030000000000000027,0.09999999999999998
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2012-2014,210,9,4.29,2.89,4.71,2.15,8.94,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.4,-0.41999999999999993
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010,993,5,0.5,0.59,0.44,0.14,1.02,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.08999999999999997,0.06
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2008-2010,628,31,4.94,3.79,5.98,4.06,8.48,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,1.1500000000000004,-1.04
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,109,0,0.0,0.5,0.0,0.0,5.03,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.5,0.0
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2017,202,0,0.0,0.7,0.0,0.0,2.03,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.7,0.0
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2010,1005,10,1.0,1.05,0.8,0.38,1.47,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.050000000000000044,0.19999999999999996
636,Crouse Hospital,Central NY,Central NY,All PCI,2012,290,2,0.69,0.94,0.74,0.08,2.66,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.25,-0.050000000000000044
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2010-2012,290,9,3.1,2.1,4.1,1.87,7.79,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,1.0,-0.9999999999999996
5,St. Peters Hospital,Capital District,Capital District,All PCI,2011,782,9,1.15,1.14,0.98,0.45,1.87,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.010000000000000009,0.16999999999999993
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2011,159,2,1.26,1.47,0.83,0.09,3.0,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.20999999999999996,0.43000000000000005
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2011,316,6,1.9,1.42,1.65,0.6,3.6,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.48,0.25
135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2010-2012,79,2,2.53,1.62,5.83,0.65,21.05,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,0.9099999999999997,-3.3000000000000003
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2017,454,2,0.44,0.81,0.42,0.05,1.52,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.37000000000000005,0.020000000000000018
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2010,1043,9,0.86,0.91,0.8,0.36,1.52,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.050000000000000044,0.05999999999999994
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2013,1413,17,1.2,1.53,0.9,0.52,1.44,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.33000000000000007,0.29999999999999993
686,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2010,528,5,0.95,0.69,1.15,0.37,2.69,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.26,-0.19999999999999996
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,433,2,0.46,0.71,0.48,0.05,1.73,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.24999999999999994,-0.019999999999999962
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012,724,6,0.83,0.96,0.87,0.32,1.89,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.13,-0.040000000000000036
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,393,1,0.25,0.73,0.26,0.0,1.43,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.48,-0.010000000000000009
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,126,1,0.79,1.57,0.74,0.01,4.11,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.78,0.050000000000000044
746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,105,1,0.95,3.28,1.23,0.02,6.82,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-2.33,-0.28
1,Albany Med. Ctr,Capital District,Capital District,CABG,2013,205,3,1.46,1.8,1.5,0.3,4.37,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.3400000000000001,-0.040000000000000036
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2017,325,6,1.85,1.39,1.03,0.38,2.25,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.4600000000000002,0.8200000000000001
1178,BronxCare Health System,Bronx,NY Metro - NYC,Non-Emergency PCI,2017,139,0,0.0,0.59,0.0,0.0,3.47,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.59,0.0
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2010-2012,602,18,2.99,2.37,3.49,2.07,5.51,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,0.6200000000000001,-0.5
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,236,1,0.42,0.93,0.38,0.0,2.12,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.51,0.03999999999999998
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2013,39391,291,0.74,0.74,0.74,,,Statewide Rate,2013,2013,2013,Statewide Rate,False,False,False,0.0,0.0
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2010-2012,107,9,8.41,2.16,14.59,6.66,27.7,Rate significantly higher than Statewide Rate,2010,2012,2011,Rate significantly higher than Statewide Rate,False,False,False,6.25,-6.18
58,UHS - Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2010,560,2,0.36,0.51,0.36,0.04,1.29,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.15000000000000002,0.0
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,176,1,0.57,0.63,0.59,0.01,3.26,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.06000000000000005,-0.020000000000000018
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2013,232,7,3.02,1.88,2.95,1.18,6.08,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,1.1400000000000001,0.06999999999999984
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2011,101,0,0.0,0.56,0.0,0.0,4.27,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.56,0.0
0,NYS - All Hospitals,New York State,New York State,CABG,2012,8142,119,1.46,1.46,1.46,,,Statewide Rate,2012,2012,2012,Statewide Rate,False,False,False,0.0,0.0
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2010,139,1,0.72,1.77,0.34,0.0,1.9,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-1.05,0.37999999999999995
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2010,133,1,0.75,1.7,0.7,0.01,3.9,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.95,0.050000000000000044
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2008-2010,345,18,5.22,3.83,6.25,3.7,9.88,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,1.3899999999999997,-1.0300000000000002
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,337,9,2.67,2.43,3.49,1.59,6.62,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.23999999999999977,-0.8200000000000003
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2017,136,1,0.74,1.59,0.36,0.0,2.0,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.8500000000000001,0.38
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2010,92,2,2.17,1.27,2.7,0.3,9.76,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.8999999999999999,-0.5300000000000002
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,387,4,1.03,1.34,1.13,0.3,2.9,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.31000000000000005,-0.09999999999999987
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2013,1303,12,0.92,0.75,0.91,0.47,1.58,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.17000000000000004,0.010000000000000009
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,667,6,0.9,1.61,0.82,0.3,1.78,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.7100000000000001,0.08000000000000007
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,661,6,0.91,0.69,0.98,0.36,2.13,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.22000000000000008,-0.06999999999999995
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2010,162,3,1.85,0.56,1.69,0.34,4.95,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,1.29,0.16000000000000014
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,1451,14,0.96,0.63,0.98,0.54,1.64,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.32999999999999996,-0.020000000000000018
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2011,1608,15,0.93,0.91,1.0,0.56,1.64,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.020000000000000018,-0.06999999999999995
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2013,208,1,0.48,0.65,0.54,0.01,3.03,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.17000000000000004,-0.06000000000000005
1,Albany Medical Center,Capital District,Capital District,All PCI,2010,1191,13,1.09,0.61,1.51,0.8,2.58,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.4800000000000001,-0.41999999999999993
0,NYS - All Hospitals,New York State,New York State,All PCI,2013,47965,548,1.14,1.14,1.14,,,Statewide Rate,2013,2013,2013,Statewide Rate,False,False,False,0.0,0.0
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,74,0,0.0,0.65,0.0,0.0,5.0,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.65,0.0
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,250,7,2.8,2.12,3.72,1.49,7.66,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.6799999999999997,-0.9200000000000004
58,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2012,146,7,4.79,1.92,3.66,1.47,7.54,Rate significantly higher than Statewide Rate,2012,2012,2012,Rate significantly higher than Statewide Rate,False,False,False,2.87,1.13
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,59,0,0.0,0.91,0.0,0.0,10.01,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.91,0.0
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,1197,40,3.34,2.82,3.57,2.55,4.86,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.52,-0.22999999999999998
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,199,1,0.5,0.53,0.62,0.01,3.47,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.030000000000000027,-0.12
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2008-2010,279,13,4.66,3.02,7.1,3.77,12.14,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,1.6400000000000001,-2.4399999999999995
1288,Brooklyn Hosp.Downtown,Kings,NY Metro - NYC,Non-Emergency PCI,2017,99,0,0.0,0.54,0.0,0.0,5.39,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.54,0.0
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,1479,23,1.56,1.23,1.22,0.77,1.84,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,0.33000000000000007,0.3400000000000001
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,99,8,8.08,1.94,14.37,6.19,28.31,Rate significantly higher than Statewide Rate,2011,2013,2012,Rate significantly higher than Statewide Rate,False,False,False,6.140000000000001,-6.289999999999999
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,386,2,0.52,0.67,0.57,0.06,2.06,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.15000000000000002,-0.04999999999999993
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,951,28,2.94,1.93,4.3,2.86,6.21,Rate significantly higher than Statewide Rate,2011,2013,2012,Rate significantly higher than Statewide Rate,False,False,False,1.01,-1.3599999999999999
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2012,283,8,2.83,1.46,2.84,1.22,5.59,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,1.37,-0.009999999999999787
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,981,11,1.12,1.31,0.86,0.43,1.53,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.18999999999999995,0.2600000000000001
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,359,8,2.23,3.07,2.19,0.94,4.32,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.8399999999999999,0.040000000000000036
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,1092,42,3.85,4.32,3.33,2.4,4.5,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-0.4700000000000002,0.52
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2013,211,7,3.32,2.12,2.88,1.15,5.93,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,1.1999999999999997,0.43999999999999995
0,NYS - All Hospitals,New York State,New York State,CABG,2013,8168,150,1.84,1.84,1.84,,,Statewide Rate,2013,2013,2013,Statewide Rate,False,False,False,0.0,0.0
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2013,108,3,2.78,1.79,2.86,0.57,8.34,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.9899999999999998,-0.08000000000000007
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2012,157,4,2.55,1.04,1.57,0.42,4.02,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,1.5099999999999998,0.9799999999999998
5,St. Peters Hosp.,Capital District,Capital District,All PCI,2012,663,8,1.21,1.03,1.17,0.5,2.3,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.17999999999999994,0.040000000000000036
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2010,661,10,1.51,0.96,1.32,0.63,2.42,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.55,0.18999999999999995
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,831,4,0.48,0.72,0.43,0.12,1.1,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.24,0.04999999999999999
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2012-2014,300,15,5.0,3.67,4.0,2.24,6.61,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.33,1.0
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2009-2011,59,2,3.39,2.58,3.97,0.45,14.32,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,0.81,-0.5800000000000001
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2017,1020,4,0.39,0.77,0.4,0.11,1.01,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,-0.38,-0.010000000000000009
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,203,1,0.49,1.68,0.81,0.01,4.52,Rate not different than Statewide Rate,2010,2012,2011,Rate not different than Statewide Rate,False,False,True,-1.19,-0.32000000000000006
829,Ellis Hospital,Capital District,Capital District,All PCI,2010,525,4,0.76,1.01,0.64,0.17,1.63,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.25,0.12
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1405,8,0.57,0.55,0.77,0.33,1.51,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.019999999999999907,-0.20000000000000007
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1276,8,0.63,0.76,0.54,0.23,1.07,Rate not different than Statewide Rate,2011,2011,2011,Rate not different than Statewide Rate,False,False,True,-0.13,0.08999999999999997
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,261,6,2.3,2.77,2.63,0.96,5.73,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.4700000000000002,-0.33000000000000007
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2013,276,5,1.81,1.18,1.76,0.57,4.1,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.6300000000000001,0.050000000000000044
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2013,931,5,0.54,0.95,0.65,0.21,1.51,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.4099999999999999,-0.10999999999999999
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,114,1,0.88,1.71,0.43,0.01,2.39,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,-0.83,0.45
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2017,74,1,1.35,0.69,1.53,0.02,8.49,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.6600000000000001,-0.17999999999999994
630,St. Josephs Hospital,Central NY,Central NY,CABG,2012,383,4,1.04,1.31,1.17,0.31,2.99,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.27,-0.1299999999999999
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,124,2,1.61,1.74,1.35,0.15,4.89,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,-0.1299999999999999,0.26
599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2013,227,2,0.88,0.9,0.73,0.08,2.62,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,0.15000000000000002
58,UHS - Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,238,6,2.52,3.44,3.1,1.13,6.74,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.9199999999999999,-0.5800000000000001
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,349,11,3.15,3.34,3.0,1.49,5.36,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,-0.18999999999999995,0.1499999999999999
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,404,13,3.22,3.52,2.76,1.47,4.72,Rate not different than Statewide Rate,2009,2011,2010,Rate not different than Statewide Rate,False,False,True,-0.2999999999999998,0.4600000000000004
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2008-2010,280,9,3.21,2.53,4.04,1.84,7.67,Rate not different than Statewide Rate,2008,2010,2009,Rate not different than Statewide Rate,False,False,True,0.6800000000000002,-0.8300000000000001
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,261,2,0.77,0.74,0.66,0.07,2.4,Rate not different than Statewide Rate,2012,2012,2012,Rate not different than Statewide Rate,False,False,True,0.030000000000000027,0.10999999999999999
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2010,494,4,0.81,0.39,1.06,0.29,2.72,Rate not different than Statewide Rate,2010,2010,2010,Rate not different than Statewide Rate,False,False,True,0.42000000000000004,-0.25
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2017,317,5,1.58,0.7,1.77,0.57,4.13,Rate not different than Statewide Rate,2017,2017,2017,Rate not different than Statewide Rate,False,False,True,0.8800000000000001,-0.18999999999999995
